"000c_the_summer_before" "001c_kristys_great_idea" "002c_claudia_and_the_phantom_phone_calls" "003c_the_truth_about_stacey" "004c_mary_anne_saves_the_day" "005c_dawn_and_the_impossible_three" "006c_kristys_big_day" "007c_claudia_and_mean_jeanine" "008c_boy_crazy_stacey" "009c_the_ghost_at_dawns_house" "010c_logan_likes_mary_anne" "011c_kristy_and_the_snobs" "012c_claudia_and_the_new_girl" "013c_goodbye_stacey_goodbye" "014c_hello_mallory" "015c_little_miss_stoneybrook_and_dawn" "016c_jessis_secret_language" "017c_mary_annes_bad_luck_mystery" "018c_staceys_mistake" "019c_claudia_and_the_bad_joke" "020c_kristy_and_the_walking_disaster" "021c_mallory_and_the_trouble_with_twins" "022c_jessi_ramsey_petsitter" "023c_dawn_on_the_coast" "024c_kristy_and_the_mothers_day_surprise" "025c_mary_anne_and_the_search_for_tigger" "026c_claudia_and_the_sad_goodbye" "027c_jessi_and_the_superbrat" "028c_welcome_back_stacey" "029c_mallory_and_the_mystery_diary" "030c_mary_anne_and_the_great_romance" "031c_dawns_wicked_stepsister" "032c_kristy_and_the_secret_of_susan" "033c_claudia_and_the_great_search" "034c_mary_anne_and_too_many_boys" "035c_stacey_and_the_mystery_of_stoneybrook" "036c_jessis_babysitter" "037c_dawn_and_the_older_boy" "038c_kristys_mystery_admirer" "039c_poor_mallory" "040c_claudia_and_the_middle_school_mystery" "041c_mary_anne_vs_logan" "042c_jessi_and_the_dance_school_phantom" "043c_staceys_emergency" "044c_dawn_and_the_big_sleepover" "045c_kristy_and_the_baby_parade" "046c_mary_anne_misses_logan" "047c_mallory_on_strike" "048c_jessis_wish" "049c_claudia_and_the_genius_of_elm_street" "050c_dawns_big_date" "051c_staceys_ex_best_friend" "052c_mary_anne_plus_too_many_babies" "053c_kristy_for_president" "054c_mallory_and_the_dream_horse" "055c_jessis_gold_medal" "056c_keep_out_claudia" "057c_dawn_saves_the_planet" "058c_staceys_choice" "059c_mallory_hates_boys_and_gym" "060c_mary_annes_makeover" "061c_jessi_and_the_awful_secret" "062c_kristy_and_the_worst_kid_ever" "063c_claudias_freind_friend" "064c_dawns_family_feud" "065c_staceys_big_crush" "066c_maid_mary_anne" "067c_dawns_big_move" "068c_jessi_and_the_bad_babysitter" "069c_get_well_soon_mallory" "070c_stacey_and_the_cheerleaders" "071c_claudia_and_the_perfect_boy"
"000c_the_summer_before" 0 0.967413046032236 0.969258816512394 0.957606104952971 0.913124496611972 0.953022845174978 1.01569644774817 0.955542645051132 0.98996424216602 1.00084085282423 0.913218384227929 1.00119237010958 0.999892101338525 0.986173875712032 1.02541305200785 0.994828462246753 1.00107548097331 0.976905806864155 0.964970858649191 0.919513632457015 1.05531926243947 1.06956358561986 1.00180149669348 1.03204832218493 1.01267753257457 0.97850879437984 0.895499533470131 1.08008093769684 0.976146245247317 1.08134961545028 0.946672093882868 1.01067815621738 0.989201218428468 0.956877181108976 1.02705039312623 1.07487039800095 1.05834890799462 1.10090545046551 1.01661464514175 1.04162598606215 1.11996642535883 0.93385510310811 1.06007993254162 0.975490510927637 1.03006393016085 1.09976304536284 0.970260164615307 1.0659149903599 1.08574326411458 1.03342045042627 1.00296944290398 1.00757674157196 1.01718741911983 1.08745601623714 1.04106300111541 1.06492595021277 1.03810429128026 1.10012307971852 0.99420490814638 1.01317927065853 1.00451382559765 1.03457065437576 1.04745932320456 1.02347987484945 1.07499198775136 0.989731243023018 1.00519056983629 1.01645986371404 1.08670670161633 1.07155142803133 0.94037091884457 1.08137232708141
"001c_kristys_great_idea" 0.967413046032236 0 0.834577984625602 0.883657805758512 0.833829766003189 0.833079953078639 0.912270005877949 0.878855173919732 0.965873856722545 1.02289187621785 0.888121595378669 0.919260454876686 0.974381106440377 0.970402499248688 0.925060204707463 0.957093552469714 0.999552178645394 0.966455269312938 0.99006875230075 0.883726648034948 1.04081913036874 1.03840767534819 0.945535245327849 1.05144730464633 0.925473205417343 0.922602170110991 0.993610598501188 1.10924415512489 0.967812397611306 1.01918056613845 0.993105850923162 1.00023150969158 1.00244040980544 1.00768883208917 1.09565505403536 1.10755654942467 0.996950435171639 1.09555482181091 0.950748276051862 0.972066038585312 1.12861060725794 0.918885662498501 1.07786962320741 0.931743772372995 1.04882021938234 1.06779450965885 1.06036353464506 1.09122403653957 1.09283289948399 1.03748010946502 1.0156192674416 1.00733818551316 1.03253654667834 1.09264881373486 1.11907760283048 1.05896287254185 1.00039736467579 1.11255818242399 1.00919808988695 1.04665106273556 1.04703721147929 1.05691135014923 1.05347594660733 1.04290967503831 1.07995977135885 1.01655203855699 1.04014650469313 1.00102644255863 0.998887493781167 1.09319664117869 1.02196721624895 1.07466373759552
"002c_claudia_and_the_phantom_phone_calls" 0.969258816512394 0.834577984625602 0 0.938948901507917 0.844021631225618 0.902959641316616 1.00615979082389 0.907509739445005 1.04959583516284 0.961884446271305 0.906130057725952 0.945972725345177 0.953710005735447 1.01336460900146 1.01069546027717 0.965219768151555 1.01285994560258 0.930078368915631 1.02479877047561 0.886483411125761 1.10729694313038 1.07184654956949 0.984216025571249 1.04726079292838 1.03371228322539 0.930635644244104 0.97786217908602 1.06194403144867 1.01304856910049 1.0067103642953 1.06180831488818 1.00764665214226 0.954593552561362 0.985841510595236 1.10817540256981 1.07554620726088 1.03485509257026 1.08340906064084 0.991176756936303 1.03316671344124 1.05736693978255 0.944439691802406 1.07531349915962 0.970635506060481 1.04978446713034 1.11006386021366 1.00168041568556 1.05788701451151 1.11254824178821 1.00131070872632 1.00745748498852 1.03734506179414 1.04286512858329 1.07249118192724 1.0679263928711 1.05386674022596 1.00273715335485 1.08376995663646 1.03473338187409 1.0327333778854 0.984638495016545 1.02322836696269 1.05376063964165 1.01393017201414 1.12891252100885 0.994335837665829 1.03599362292381 1.05040076189733 1.01679960817804 1.10157230393785 1.0038704880075 1.09020706298568
"003c_the_truth_about_stacey" 0.957606104952971 0.883657805758512 0.938948901507917 0 0.883027906921325 0.925379014130946 0.987477958729002 0.941988294089794 1.03646955181011 1.0884507205246 0.931536866730278 0.972933374094026 0.983808094684619 0.94244068562776 0.953409809063522 0.945953290763682 0.996052603992427 0.973402559976009 0.965449862876317 0.904935432040913 1.05947185921449 1.05950751288395 0.944075870118033 1.10926027787738 0.979045158824255 0.95744017854062 0.927725627729077 1.14067642558149 0.985329202776357 1.03270604676434 0.999851210906691 0.982021531248766 1.00617453148289 0.963233653176588 1.14715017860889 1.13734696346999 0.963142410613154 1.12332078490114 1.01038394730488 0.987850144531134 1.1411987274151 0.946939181140639 1.12512578901071 0.894336678973932 1.03542763068238 1.06105002097013 1.0369447676027 1.15728353577731 1.03030982117005 1.02773984078077 1.00736402594042 0.963793122209779 1.00923156202543 1.11999771810759 1.13762774731431 1.11959043568045 0.989701943357065 1.09657891914935 0.994321948677462 1.05656193671034 1.05651363416907 1.02169184092234 1.12901841814139 1.07231048850125 1.10653688130233 1.06296993085513 1.06616523932063 1.05364044351592 1.02827265557152 1.04992764918143 0.997752169418691 1.06472926414984
"004c_mary_anne_saves_the_day" 0.913124496611972 0.833829766003189 0.844021631225618 0.883027906921325 0 0.880307797153749 1.0081815756899 0.895514049544364 1.02055114370738 1.0343642313123 0.859869845677989 0.941728645123527 0.93162739743806 0.981701436080139 0.969924519078194 0.968008835245662 1.0056504998124 0.963178140454146 1.00968266653347 0.892487894295462 1.0979058288255 1.05594117595164 0.951509832831639 1.07570815487361 1.02668587565696 0.958562224776123 0.966175069800424 1.12240539899766 0.991714852149141 1.05270045208815 0.973020426639438 0.969340342585985 0.997152480420687 1.00196497487251 1.08895266684347 1.10069643566802 1.01275572670369 1.14608459511444 0.995609271372169 1.03726859153098 1.14309256701163 0.915960935069664 1.1005275654461 0.938152466688507 1.07460785403528 1.07493141253763 1.02330011629517 1.05504434702283 1.08005098113479 1.03481571989325 1.02640464037949 0.998269572967202 1.02786757254431 1.09875376421178 1.07869319184461 1.10303142585358 1.00342808732402 1.10720819361052 0.982815932285883 1.04721417779311 1.01146032611001 1.06506696303056 1.07359936642768 1.04068141265352 1.08987327622995 1.03226986454075 0.987862786635617 1.03743281917304 0.985005272820587 1.0564262825729 1.02039943049712 1.10898806318276
"005c_dawn_and_the_impossible_three" 0.953022845174978 0.833079953078639 0.902959641316616 0.925379014130946 0.880307797153749 0 0.895610147817825 0.879247865905014 0.918957317761897 0.961050257447236 0.916193492093939 0.888896127569781 0.992877377687924 0.888274335616516 0.968681489062205 0.943899087047144 0.98999325931066 0.941611077811078 0.964099717248184 0.896653744252808 1.02592839569334 1.02293522684383 0.936302542995467 1.00224948769531 0.967276615903997 0.92459612716879 0.966635509066522 1.06915416021821 0.967530452587412 0.970395082857928 0.962003937838169 0.950378827044313 0.974442627930023 0.987622237081804 1.07641643082608 1.06919362523178 0.98605598089363 1.0835301858782 0.942659476185868 0.974068576066047 1.12753142446934 0.899038898458268 1.03420631964981 0.96234547027894 0.997998951793761 1.0402062097139 1.02221720300621 1.00627452941122 0.992589283601353 0.997223135892007 0.991415892721281 0.990852066341966 0.971249388255829 1.08195910580478 1.04543237848405 1.05535664008989 0.993440046917162 1.04068907827503 0.949692914979893 1.02427349632242 1.02510645669114 1.02041280152835 0.999308588725442 1.06752946288346 0.981763790733767 0.991483002834136 0.97527435661655 1.00772103342073 0.971680582136997 1.04383364230287 1.01814239220209 1.09501894158666
"006c_kristys_big_day" 1.01569644774817 0.912270005877949 1.00615979082389 0.987477958729002 1.0081815756899 0.895610147817825 0 0.878234220712752 0.951887926324642 1.02118120093489 0.95303941315695 0.919835183945392 1.09144505136501 0.939203698377573 1.05286105114231 0.983023205878761 1.02225821545615 0.956589661807857 0.972733428415862 0.985657831007801 1.0521815725112 1.01626456116802 0.986056957418475 1.03996028965561 0.896968424316212 1.03878651322272 1.0172633705231 1.12219811819203 1.01619757632644 1.04886705806172 0.997474899922519 1.0119438125037 1.03517866891337 1.02642737010091 1.13389538319012 1.10032297978166 1.03013391985825 1.16812019612544 0.970822845529956 1.04870832611475 1.20296697315729 0.980572749864918 1.07627808324431 1.05295800723277 1.01733323676057 1.03225942904218 1.05412423584489 1.05980877952167 1.03782674159488 1.06146040850225 1.07166492587868 1.01213386792941 1.03447750008672 1.10964154062889 1.084637806114 1.06864054529742 1.03623033634799 1.05083436149023 1.02627593146117 1.07360264888238 1.07681096778352 1.04780909515703 1.04300502629172 1.12818224094116 1.01873155214641 1.05440212545527 1.07307775323065 1.01250612445736 1.05434425395804 1.03979517310607 1.05218854166208 1.16140780872755
"007c_claudia_and_mean_jeanine" 0.955542645051132 0.878855173919732 0.907509739445005 0.941988294089794 0.895514049544364 0.879247865905014 0.878234220712752 0 0.959786024857225 1.01880045823789 0.95525716452184 0.90269210912919 0.986685223221875 0.925194166147261 0.993281645921139 0.903295436768751 0.964352339347893 0.955239765026634 0.979543013633001 0.913520999000801 1.02151823676603 1.01504177310245 0.961039299025811 1.03185561012668 0.956075818682934 0.945671159348246 0.916720741731937 1.07504123701196 1.0031786402905 0.998542138221617 0.979238330397275 0.985961063713729 0.961566979564597 0.974553608204873 1.08734480691675 1.06716912728622 0.986115443154879 1.07445362799769 0.95108219138026 0.999944018310308 1.1191609501842 0.921714567260959 1.02276768795435 0.940670219851109 1.00760668370798 0.987900950479414 1.00217911669227 1.0420592371042 1.04852306605704 0.980229294757572 1.03330683612621 1.00640794770888 0.990776042923861 1.04442103443574 1.02277151145094 1.06879248311877 0.9835551423625 1.05184824406873 1.01091693883538 1.02283195482862 1.04985261245734 1.02318402546552 1.0425815211786 1.03987192452047 1.0471603186941 1.02803258400785 1.02425117508638 1.01338149327056 0.988161865721212 0.997441137576652 1.01753356288552 1.0932659852363
"008c_boy_crazy_stacey" 0.98996424216602 0.965873856722545 1.04959583516284 1.03646955181011 1.02055114370738 0.918957317761897 0.951887926324642 0.959786024857225 0 0.954778705985936 0.9750810419537 0.997700690252726 1.13295640944737 0.982238386048318 1.069449970439 1.00590765485462 1.0746025990669 0.987711066488013 0.957079948654158 1.02487053373596 1.03842791858248 1.06949330911137 1.05044260534525 1.04729837123062 1.03088490258889 1.05887698703548 1.08953064467515 1.1520621398139 1.07345763804444 1.11034802441411 1.08071966527601 1.05717955922373 1.09238757091149 1.09284753241391 0.989734292866547 1.08938317142841 1.09200133492129 1.13531478635313 1.01887964572827 1.1223768656842 1.17876978846936 1.03410245040156 1.11487962682 1.08405370914849 1.04208827842174 1.1017139089971 1.13593046742898 1.08302042377736 1.13374054965499 1.09345773346466 1.07412052471791 1.06828967545482 1.10515855410178 1.13462125642088 1.06636975781962 1.06041395154503 1.13691303823592 1.12403112590865 1.04485376240998 1.08501145549541 1.08025315702415 1.10839386762512 1.08054124671281 1.12971906572258 0.994696289174042 1.03124289704275 1.06445454164346 1.0048049714623 1.07492955543826 1.08309402480181 1.05892635727472 1.15964613830208
"009c_the_ghost_at_dawns_house" 1.00084085282423 1.02289187621785 0.961884446271305 1.0884507205246 1.0343642313123 0.961050257447236 1.02118120093489 1.01880045823789 0.954778705985936 0 0.992825795017721 0.989705917611412 1.06687454758472 1.0293441131294 1.07128282186699 1.01799764625975 1.0519596887555 0.988450845284783 1.0061664103452 0.996647592148089 1.09264752280617 1.14451522629964 1.03250197819595 1.00690789360206 1.08705653137039 1.02575312467393 1.06315299143941 1.16283035002853 1.07135462820428 1.02524722233175 1.09282320550129 1.01769052495846 1.10958697279432 1.07956945281613 1.11580012175408 1.06736756922255 1.11471237503713 1.19271121942865 1.04608242243135 1.10178997930811 1.18481280621024 1.05336622796599 1.08582724444413 1.06898005517589 1.06059102647902 1.13395986078309 1.08504045597538 1.0996406447964 1.20265323710125 1.11655931067087 1.09189440078911 1.12792865690195 1.12835569569423 1.15391930065531 1.11841005588896 1.07108783403281 1.13576249749218 1.18956130279462 1.11948603206178 1.06952391810167 1.04593057323113 1.11356550310907 1.07095153024072 1.10954050078005 1.10614258690586 1.01795020911153 1.03778851603242 1.06810770184576 1.10985761900632 1.16174612935905 1.05849433903968 1.19831902340917
"010c_logan_likes_mary_anne" 0.913218384227929 0.888121595378669 0.906130057725952 0.931536866730278 0.859869845677989 0.916193492093939 0.95303941315695 0.95525716452184 0.9750810419537 0.992825795017721 0 0.920420798220287 0.910082600855072 0.926479286652144 0.92881866133671 0.969301257186593 0.986701763618516 0.90640172220652 0.96535363213893 0.849442033857698 1.01686344551133 1.02523052820953 0.89269539577363 1.04125460022053 0.947691844106255 0.922354108827714 0.938249078995275 1.071469630161 0.998933085697459 0.995577223575522 0.968775495702774 0.990770531173669 0.998845205026098 0.962673646212787 1.10002286356509 1.05238440193099 1.01459839696018 1.09326687762707 0.957541388422568 1.04052592276693 1.11055310501783 0.889905598119862 1.0448393640888 0.957820406722197 1.02687682254265 1.02181988135242 0.994948104100462 1.05685449054975 1.04644433854976 1.0068075923807 0.99073735155704 0.97336232326904 1.02784679051592 1.06875893412411 1.05284897192464 1.05043479893878 1.0245523204529 1.0768595693946 1.0097330058835 1.05812290767476 0.975866171291897 1.00818358602407 1.0728469920022 1.00942332315743 1.09549354632819 0.953325069530658 1.01294980796792 1.02161854269129 0.995463042204245 1.03458301257859 0.984182418398084 1.09018543814735
"011c_kristy_and_the_snobs" 1.00119237010958 0.919260454876686 0.945972725345177 0.972933374094026 0.941728645123527 0.888896127569781 0.919835183945392 0.90269210912919 0.997700690252726 0.989705917611412 0.920420798220287 0 0.992805738659839 0.933434053388458 0.957334354053196 0.939487256603529 0.95065973796439 0.953872088208659 0.976225564688702 0.923525370210611 0.976351237728564 1.04368144516176 0.895939311393317 1.03818086486544 0.947282610556634 0.916403380800215 0.94256929488443 1.10056679448396 0.999222431071371 0.989623403658173 0.952086643397139 0.965293613738883 0.936607081243546 0.953063628162015 1.12971675325052 1.06534293153732 0.979426404589977 1.09873300269548 0.926844766769607 0.950052629589336 1.14666063155318 0.948792449815432 1.03506816073775 0.991682012755518 1.03814663087788 1.00426861247027 1.02678726428799 1.06885935805946 1.04218765158192 1.02216618260315 1.02149898903138 1.02350089818039 0.979201745813428 1.09869517623462 1.0853616970223 1.07250426945101 0.986768760880096 1.0905698249899 1.04355306418693 1.03551539862118 1.04760669374614 0.999395933064004 1.01040349154012 1.05163573961438 1.07556853279296 1.00938888203548 1.02253120937502 1.03406336176087 1.00677166309324 1.05805208830628 1.01261158727618 1.09571698782837
"012c_claudia_and_the_new_girl" 0.999892101338525 0.974381106440377 0.953710005735447 0.983808094684619 0.93162739743806 0.992877377687924 1.09144505136501 0.986685223221875 1.13295640944737 1.06687454758472 0.910082600855072 0.992805738659839 0 0.971384105962279 0.957835371966193 0.944870165148001 0.970556713281734 0.981252639137708 1.00926587631681 0.890309969509264 1.05132439910147 1.05506101520144 0.955298934104709 1.10471280910068 1.02323179448519 0.977383164639622 0.927022276671703 1.11035226766024 0.98860455670188 1.01233523613587 0.986876001289346 1.02508813194368 0.948464401562336 0.96212057428321 1.1328065153624 1.12049693758749 1.00131892324749 1.08642733305937 0.96012958567092 1.00429714078742 1.03994342542746 0.949490485482169 1.02491707136803 0.973981861302534 1.07182287569641 1.049066519379 0.982945161327049 1.13269502770331 1.0479515329283 0.992237975261265 0.992607728575218 1.0064223278535 1.02822844125071 1.05114910715137 1.12988539615925 1.07379380374734 1.00741603829157 1.10384947409793 1.06443357365758 1.06062317109286 0.996855321187006 1.01038176525471 1.10577885224666 0.949032890503692 1.17836932149762 1.02543158005772 1.01776444052622 1.07856036270784 1.02582897235668 1.13928317190635 0.977633760166687 1.04728623099394
