"new_it001" "new_it002" "new_it003" "new_it004" "old_it003" "old_it006" "old_it010" "old_it011" "old_it018" "old_it025" "old_it026" "old_it032" "old_it037" "old_it040" "old_it046" "old_it047" "old_it049" "old_it055" "old_it057" "old_it062" "old_it066" "old_it067" "old_it069" "old_it071"
"new_it001" 0 0.945936697596029 0.773853287630107 1.13483470899533 0.863450929870035 1.24362718154813 0.987641111574689 1.04158778368309 1.2920658166136 1.11317122246093 1.19571233338111 1.29051920350323 1.1180355113676 1.38818917081769 1.27237007927758 1.29312336763779 1.23131753868477 1.18063150419929 1.42105655500414 1.21939829313041 1.3119573651562 1.08982864785856 1.39662099861869 1.19290559169034
"new_it002" 0.945936697596029 0 0.831389962669405 1.08728337861096 0.873621594872799 1.26347261844078 0.951406043672688 0.985614887107185 1.19022228740549 0.97269094526163 1.13440181751654 1.13063719745472 1.05915355207845 1.17967474219467 1.09617765984719 1.19808747838105 1.10349191084175 1.13548734726 1.26746548874703 1.2952854452794 1.16341655468738 1.13555984344798 1.27943939599183 1.05347448239845
"new_it003" 0.773853287630107 0.831389962669405 0 1.01833617867944 0.283056803930794 1.23891063561147 0.852381828662873 1.02631954627536 1.17277388377403 1.01716325676168 1.09893140336609 1.25380451466206 1.13813412115752 1.27441695175086 1.15280974294052 1.23640885313352 1.13311989887949 1.09758376691576 1.31765656242999 1.36057965771141 1.28353999935503 1.1304914579306 1.24800151887938 1.14334474222271
"new_it004" 1.13483470899533 1.08728337861096 1.01833617867944 0 1.06576396008917 1.22781338196852 0.876273133761536 1.0343909209082 1.27165908670972 1.04092167159373 1.06609090168825 1.24721524038006 1.35465754994059 1.20442714841149 1.25602364020108 1.21004332633744 1.13996553092672 1.16609503654976 1.25648389484532 1.29533289240169 1.06076677573384 1.21996109096313 1.1519212818563 1.06696665930974
"old_it003" 0.863450929870035 0.873621594872799 0.283056803930794 1.06576396008917 0 1.3249500555261 0.838296163439933 1.06347822619179 1.20359128689044 1.03487441031541 1.13318874051847 1.28691566596707 1.09617562561208 1.26029812411573 1.11437589833288 1.2318957665634 1.12730660578135 1.10431860087883 1.31649806694257 1.36973559681463 1.28007290873489 1.18119298889775 1.30355802282467 1.13586713435143
"old_it006" 1.24362718154813 1.26347261844078 1.23891063561147 1.22781338196852 1.3249500555261 0 1.28976478177528 0.944803672476604 1.15196210398702 1.25684016071671 1.25481113299518 1.21485424240728 1.54935616319463 1.46812971944946 1.27849539313428 1.12186272668913 1.29440802215804 1.10481904307953 1.21777486498067 1.25429343912381 1.31599298698451 1.0717371629796 1.13818344650897 1.25047318828437
"old_it010" 0.987641111574689 0.951406043672688 0.852381828662873 0.876273133761536 0.838296163439933 1.28976478177528 0 0.93363215795157 1.12397594621396 0.902248563473367 1.1324807129471 1.15829525633043 1.11167815342822 1.11960474385442 0.924439686054231 1.06216421519589 1.02676004426949 0.936690733729071 1.09854457761495 1.19865708665585 0.943804987195552 1.04561263870989 1.13131413203913 1.10617387492528
"old_it011" 1.04158778368309 0.985614887107185 1.02631954627536 1.0343909209082 1.06347822619179 0.944803672476604 0.93363215795157 0 1.06590120140932 0.945772261375769 1.12953746093922 0.903860187554325 1.16261021379779 1.15452720478577 0.836937429026876 1.020475478938 0.952137295439068 1.00731550492255 1.02822168099532 0.904335803500464 0.96914086734512 1.02367760212013 1.07030801479276 1.06124091838912
"old_it018" 1.2920658166136 1.19022228740549 1.17277388377403 1.27165908670972 1.20359128689044 1.15196210398702 1.12397594621396 1.06590120140932 0 1.17890645599507 1.36529086775403 1.06474088387298 1.39685412319899 1.47778470008665 1.18347209641161 1.2466244999291 1.14935791303135 1.02740937265224 1.16051103230863 1.15791726252853 1.29480403100973 0.981144784223512 1.22557675173644 1.3275319423118
"old_it025" 1.11317122246093 0.97269094526163 1.01716325676168 1.04092167159373 1.03487441031541 1.25684016071671 0.902248563473367 0.945772261375769 1.17890645599507 0 1.10801454312716 1.11722666965976 1.07400877571867 1.1199970785379 0.98701678991102 1.10608079946447 1.03768734482602 1.10527405631367 1.2503324252846 1.18598872441828 1.12014070459166 1.08095309228709 1.18518130758119 1.09346586861626
"old_it026" 1.19571233338111 1.13440181751654 1.09893140336609 1.06609090168825 1.13318874051847 1.25481113299518 1.1324807129471 1.12953746093922 1.36529086775403 1.10801454312716 0 1.13624999459066 1.22591113620055 1.1704953551174 1.14317270940559 1.20070272681373 1.06524906924369 1.12494994673215 1.34390718936299 1.29932189724663 1.2978310123033 1.19797437700508 1.2667527068969 1.26316132430991
"old_it032" 1.29051920350323 1.13063719745472 1.25380451466206 1.24721524038006 1.28691566596707 1.21485424240728 1.15829525633043 0.903860187554325 1.06474088387298 1.11722666965976 1.13624999459066 0 1.15640678759491 1.24371471684862 0.99597125038129 1.21261248844821 1.08426026162303 1.19660731133017 1.24193324391567 1.00378224212086 1.11696618350559 1.14699111435553 1.16709271301288 1.12130704626406
"old_it037" 1.1180355113676 1.05915355207845 1.13813412115752 1.35465754994059 1.09617562561208 1.54935616319463 1.11167815342822 1.16261021379779 1.39685412319899 1.07400877571867 1.22591113620055 1.15640678759491 0 1.09054637114723 1.07116337701687 1.18991304106299 1.05918861160789 1.22127723541381 1.39113535016884 1.20714566336769 1.1869410511141 1.18348491710488 1.34335971624549 0.942892919474629
"old_it040" 1.38818917081769 1.17967474219467 1.27441695175086 1.20442714841149 1.26029812411573 1.46812971944946 1.11960474385442 1.15452720478577 1.47778470008665 1.1199970785379 1.1704953551174 1.24371471684862 1.09054637114723 0 1.08092476768974 1.17783798733348 1.0284588070415 1.04608408552406 1.28999197670586 1.19068411447266 1.17652238847383 1.14908007589661 1.30918122018314 0.961618411208394
