"new_it001" "new_it002" "new_it003" "new_it004" "old_it003" "old_it006" "old_it010" "old_it011" "old_it018" "old_it025" "old_it026" "old_it032" "old_it037" "old_it040" "old_it046" "old_it047" "old_it049" "old_it055" "old_it057" "old_it062" "old_it066" "old_it067" "old_it069" "old_it071"
"new_it001" 0 0.829635319588506 0.846771523883656 0.940028897538673 0.876234932298972 1.00827280770153 0.924292424229316 0.999388459427357 1.05964977848992 0.99764946361013 1.06814494332216 1.07944241365903 1.06146343156441 1.19376236625742 1.15610769084812 1.15970498776534 1.06057096834286 1.08689603812806 1.15137030106353 1.12399474411526 1.12401209844457 1.04263625418508 1.14935883280532 1.09845622111684
"new_it002" 0.829635319588506 0 0.87442800225681 0.965120360111897 0.888070794943322 1.07872155238368 0.910559990489025 1.04769425726266 1.09104028263428 0.989699021176281 1.07106117124995 1.05987576175263 1.10746879438975 1.12221297775385 1.12487736521489 1.1368594754226 1.09227905906002 1.10263783982418 1.165375103175 1.17814196097218 1.10482062347688 1.1365409135983 1.1812624447417 1.10121744446615
"new_it003" 0.846771523883656 0.87442800225681 0 0.954471383685585 0.261855288244125 1.06091010106625 0.962764627352897 1.08717022459383 1.02452620668655 1.02744608027903 1.07262554573737 1.11894989734443 1.12233284251438 1.18343649592564 1.14910636486376 1.13637392742682 1.12477857006349 1.09363841626876 1.1442950132358 1.18984719972665 1.15454284164429 1.09058982761775 1.11714248204782 1.11534131839433
"new_it004" 0.940028897538673 0.965120360111897 0.954471383685585 0 1.00132693707698 1.02732496467872 0.928210373178328 1.04057690577936 1.09411894097635 1.00796044693438 1.03968075299177 1.08926506361079 1.12748878812382 1.12907065014475 1.14836857814405 1.10222223159478 1.07626955097309 1.09546903295481 1.15743925272134 1.17803704138109 1.08886325556542 1.09083757206956 1.12308795034881 1.10700833956397
"old_it003" 0.876234932298972 0.888070794943322 0.261855288244125 1.00132693707698 0 1.05254059704553 0.93956347216798 1.09292178881955 1.02653980178095 1.01796865251354 1.05663869672341 1.12949822318981 1.10083074042379 1.15242910074979 1.13510578034377 1.12299702749283 1.10174351736718 1.082150633592 1.14341847965391 1.17753355438292 1.1463696492302 1.07111001261714 1.1113455382331 1.08697365492562
"old_it006" 1.00827280770153 1.07872155238368 1.06091010106625 1.02732496467872 1.05254059704553 0 1.02620854686071 0.940688392805126 1.02137930642345 1.09171306720293 1.09389828713024 1.09756458402942 1.16582797407577 1.22391975515765 1.14315093100137 1.08719999488663 1.09337945582104 1.07430616327718 1.08289559964107 1.06782014227747 1.18652714995568 1.06747004683207 1.13031558772594 1.16839037400979
"old_it010" 0.924292424229316 0.910559990489025 0.962764627352897 0.928210373178328 0.93956347216798 1.02620854686071 0 0.991846828771306 1.0199464766147 0.965067705796013 0.996668017476129 1.04130081706699 1.03961341004827 1.06119825446368 1.02299886893566 1.05037910468271 0.994030661594099 0.975512915366076 1.09057689825339 1.09140273894016 1.03205673952277 0.999490218687713 1.07978863580465 1.05567899612242
"old_it011" 0.999388459427357 1.04769425726266 1.08717022459383 1.04057690577936 1.09292178881955 0.940688392805126 0.991846828771306 0 1.08012946889681 0.996106000904771 1.10243415436259 1.05647322022761 1.10387043982278 1.21335682528905 1.10680714085275 1.11109268302223 1.0694835461706 1.10218514434142 1.13084881897421 1.04364065435155 1.09230320728365 1.09650898015345 1.1564343160664 1.14349158071804
"old_it018" 1.05964977848992 1.09104028263428 1.02452620668655 1.09411894097635 1.02653980178095 1.02137930642345 1.0199464766147 1.08012946889681 0 1.06819664607467 1.11801880938438 0.988738684379083 1.12382201740303 1.21592079808148 1.10370431516802 1.13763282188493 1.09699112663392 1.03940581974975 1.12779187193996 1.15520263422786 1.15885591707286 1.06894157184056 1.11743466062241 1.16939519538922
"old_it025" 0.99764946361013 0.989699021176281 1.02744608027903 1.00796044693438 1.01796865251354 1.09171306720293 0.965067705796013 0.996106000904771 1.06819664607467 0 0.958625743492628 1.08446754952186 1.06312611628374 1.13588457918639 1.1090908639106 1.08697096096947 1.06920941799217 1.0955598397853 1.1508572191343 1.1271750158498 1.0411403627588 1.07098374157549 1.1535380634903 1.12101759035666
"old_it026" 1.06814494332216 1.07106117124995 1.07262554573737 1.03968075299177 1.05663869672341 1.09389828713024 0.996668017476129 1.10243415436259 1.11801880938438 0.958625743492628 0 1.04718952268534 1.10372488198114 1.06158470139276 1.08953584575283 1.08882354113943 1.05656875822723 1.08639999439094 1.201025012012 1.19657260300312 1.12299355539656 1.0844287245879 1.16776212843238 1.11600085792828
"old_it032" 1.07944241365903 1.05987576175263 1.11894989734443 1.08926506361079 1.12949822318981 1.09756458402942 1.04130081706699 1.05647322022761 0.988738684379083 1.08446754952186 1.04718952268534 0 1.08563690008048 1.12710452925813 1.05972142318275 1.12229210318489 1.06652332531393 1.1030233892507 1.1602660710231 1.07695231270941 1.12749508496831 1.06716380400011 1.20257741354766 1.0771669882369
"old_it037" 1.06146343156441 1.10746879438975 1.12233284251438 1.12748878812382 1.10083074042379 1.16582797407577 1.03961341004827 1.10387043982278 1.12382201740303 1.06312611628374 1.10372488198114 1.08563690008048 0 1.01883338057496 1.05559703115203 1.09831820914687 1.04310602079798 1.04854382921846 1.17723209669437 1.09709470092764 1.09805510424314 1.02067597617658 1.12513610828259 0.994907026700304
"old_it040" 1.19376236625742 1.12221297775385 1.18343649592564 1.12907065014475 1.15242910074979 1.22391975515765 1.06119825446368 1.21335682528905 1.21592079808148 1.13588457918639 1.06158470139276 1.12710452925813 1.01883338057496 0 1.0576635137365 1.06011749095518 1.04190293107796 1.02742950638263 1.15405648879233 1.15362436922544 1.10064658061897 1.05791621675018 1.14365416959624 1.04878351478809
