"new_it001" "new_it002" "new_it003" "new_it004" "old_it003" "old_it006" "old_it010" "old_it011" "old_it018" "old_it025" "old_it026" "old_it032" "old_it037" "old_it040" "old_it046" "old_it047" "old_it049" "old_it055" "old_it057" "old_it062" "old_it066" "old_it067" "old_it069" "old_it071"
"new_it001" 0 0.838263754778351 0.814739919041215 0.952625541795731 0.852546239100102 1.03813767578526 0.935209624679286 0.998136030090768 1.1284836704717 1.07335667411664 1.13068514943226 1.13456297042681 1.07964674148622 1.2588276242695 1.22646288148149 1.20369296750503 1.06336008773762 1.09112406366554 1.20088234092569 1.17916785261825 1.21617176346464 1.06062271027046 1.23024501166655 1.14896612610843
"new_it002" 0.838263754778351 0 0.8205682939574 0.977347845358561 0.831818220501612 1.10241779434651 0.902221250924048 1.05376597479419 1.1240596047008 1.00557981828956 1.09176617567976 1.0756116314128 1.08648257369971 1.13661144439609 1.16002205955725 1.14788246445839 1.05118028956319 1.07832771486179 1.17738401772357 1.18461958168548 1.14210171395254 1.10933929807534 1.20657631999099 1.10769689634965
"new_it003" 0.814739919041215 0.8205682939574 0 0.945479823377578 0.266858293060889 1.06862354250372 0.922030306267359 1.07721417437503 1.0671998650896 1.0269776807659 1.08332736252186 1.16580854706671 1.13106774373361 1.21332597661776 1.20836769807196 1.20693292005942 1.12986781598081 1.09439996328603 1.16743050916901 1.25676187132669 1.21178961841146 1.09167717227868 1.16311818539842 1.14905358000647
"new_it004" 0.952625541795731 0.977347845358561 0.945479823377578 0 1.0046851370966 1.07800072330024 0.932555295486503 1.03224186735525 1.15308775639193 0.994793256581577 1.06616796694248 1.1452365574077 1.19086963879398 1.17777559020773 1.21168820884921 1.14974634704093 1.05741982278399 1.11860844707797 1.18663958773692 1.23520901884953 1.13468612505907 1.10059079651584 1.15482685153441 1.16222888014367
"old_it003" 0.852546239100102 0.831818220501612 0.266858293060889 1.0046851370966 0 1.07301797134244 0.903879644617418 1.09155232540796 1.06151687262411 1.01567212590594 1.06920431720797 1.16746197778751 1.10133995495145 1.16867335745429 1.17444115451689 1.19313644248832 1.09576340936994 1.07308262707932 1.16471256732495 1.24609186748302 1.19575255861877 1.07601318079465 1.15941849536992 1.12126017661168
"old_it006" 1.03813767578526 1.10241779434651 1.06862354250372 1.07800072330024 1.07301797134244 0 1.03801382505882 0.902230187958615 1.07597795938744 1.13617933561446 1.1720686750445 1.15932370390052 1.20935867860686 1.27612100717391 1.21876675808714 1.10258785931585 1.072617267934 1.04379538097933 1.1031814861866 1.09432731660519 1.25510586799871 1.04762874495648 1.16639831113478 1.21188077115931
"old_it010" 0.935209624679286 0.902221250924048 0.922030306267359 0.932555295486503 0.903879644617418 1.03801382505882 0 1.01578302514421 1.03157749169078 0.964873563907738 1.03611072252503 1.07203944519083 1.03763102840144 1.0622576375482 1.02109566334198 1.06243976371773 0.929806170246217 0.93376085715278 1.08380968131924 1.14002500025755 1.04165118011752 0.951584230001667 1.08889070396774 1.08008344449
"old_it011" 0.998136030090768 1.05376597479419 1.07721417437503 1.03224186735525 1.09155232540796 0.902230187958615 1.01578302514421 0 1.10589014701623 1.01157257756268 1.17075187552772 1.03811349108297 1.09394506466172 1.23787173157987 1.13377638419999 1.08986976936954 1.02021622382276 1.04410557277065 1.09906039748092 1.04643688250278 1.10207199890176 1.10485495062872 1.15066214589168 1.16164137199226
"old_it018" 1.1284836704717 1.1240596047008 1.0671998650896 1.15308775639193 1.06151687262411 1.07597795938744 1.03157749169078 1.10589014701623 0 1.1005932344842 1.18898397952393 1.02454943480692 1.18211882092383 1.2808170043515 1.16013613210459 1.19545076453511 1.07066599895219 1.04630671944412 1.16920453962144 1.21753681631176 1.19906634002246 1.03697165719766 1.15972816835214 1.21579190199193
"old_it025" 1.07335667411664 1.00557981828956 1.0269776807659 0.994793256581577 1.01567212590594 1.13617933561446 0.964873563907738 1.01157257756268 1.1005932344842 0 1.00638053767654 1.11294385886365 1.0838322069941 1.15180154744982 1.12985003937495 1.06844465096139 1.02007268640302 1.08492284182671 1.19334577783283 1.15544246969968 1.08436415527754 1.03631718166892 1.16580616620465 1.15288223563752
