"bg_fr001" "bg_fr002" "bg_fr003" "bg_fr004" "bg_fr005" "bg_fr009" "bg_fr016" "frmod_fr001" "frmod_fr002" "frmod_fr003" "frmod_fr004" "frmod_fr005" "frmod_fr006" "frmod_fr008" "frmod_fr010" "frmod_fr011" "frmod_fr012" "frmod_fr013" "frmod_fr014" "frmod_fr015" "frmod_fr016" "frmod_fr017" "frmod_fr018" "frmod_fr019" "frmod_fr020" "frold_049" "frold_fr012" "frold_fr042" "qu_fr001" "qu_fr002" "qu_fr003" "qu_fr004" "qu_fr005" "qu_fr015" "qu_fr016" "qu_fr021" "qu_fr024" "qu_fr025" "qu_fr027" "qu_fr028" "qu_fr029" "qu_fr030" "qu_fr031" "qu_fr032" "qu_fr034" "qu_fr035" "qu_fr036" "qu_fr037" "qu_fr039" "qu_fr040" "qu_fr041" "qu_fr043" "qu_fr044" "qu_fr048" "qu_fr049" "qu_fr052" "qu_fr053" "qu_fr054" "qu_fr055" "qu_fr056" "qu_fr057" "qu_fr061" "qu_fr063" "qu_fr064" "qu_fr065" "qu_fr066"
"bg_fr001" 0 0.789720684450426 0.734003772512103 0.769755801953107 0.86639269446346 0.986716995798061 1.00777784236971 0.583145996438632 0.940222482890399 0.847452747073976 0.885192195820687 0.915554428610135 1.02732494276349 1.04237799656696 0.996545365112373 0.935540916790132 0.96494587239665 0.960222990247087 1.02029798075179 0.998213086836029 1.04645878612574 0.989974381227953 1.04232203103465 0.987168893665899 1.06859563737291 1.03656562303735 0.911575974840777 1.02160053466235 0.879742620562175 1.07856583210109 1.00977724277753 1.08710066262909 1.13784147858564 1.15164379779228 1.19640818948801 1.20400524378946 1.21193426680755 1.10369137258733 1.14351936470583 1.11709150897447 1.14849127065494 1.16518894991318 1.1220041231459 1.15923307507428 1.07467456649296 1.21103669883755 1.14091574163739 1.14670741797169 1.12574874534297 1.14862328464056 1.13835580775531 1.1413558661087 1.22695854772684 1.12316048628447 1.15673672065439 1.03121076243883 1.15930194986517 1.23613959366447 1.10819933091852 1.15027400254728 1.11873016497074 1.10973983610245 1.10277230801802 1.1209320696834 1.13082851132232 1.07015421001161
"bg_fr002" 0.789720684450426 0 0.80668403913379 0.795787972552701 0.889327948197545 0.930077307518326 0.943686372642129 0.955299144327034 0.600245422525705 0.946010472668779 0.917634575099161 0.930223374953877 1.0896808045267 1.09596316900302 0.988366254867591 0.951220450957304 0.959360279066124 1.00337067943144 1.02558816418661 0.991449834214586 1.01822586501747 1.00325121895118 1.02880012420506 0.976106761917435 1.09618179116338 1.02015144714305 0.914216770014546 0.997025032080454 1.05967073578853 0.798944640759643 1.07945414664911 1.07124911973619 1.13589668626178 1.11895599131963 1.12753442844355 1.19064871068937 1.26751043581904 1.08976531980468 1.12194879828143 1.12382295778474 1.1311508485533 1.16468620089656 1.16117076274687 1.12934671789354 1.0622064236332 1.15568663873169 1.1637010893749 1.13590045714315 1.1640994394839 1.09844379668857 1.10745798237895 1.16504709318598 1.19420318604358 1.13083481954576 1.07870732462673 1.04336789863221 1.12041475724752 1.17820470977479 1.07747822335584 1.24323587901897 1.10073063282045 1.11208156621273 1.08864494393767 1.10004148735569 1.0939953954945 1.04233819381177
"bg_fr003" 0.734003772512103 0.80668403913379 0 0.755114087819279 0.916941807221928 1.00937964576746 0.964976646576794 0.881992505969108 0.947763646712733 0.557303677337541 0.89661706931421 0.941885165112415 1.05932177218176 1.06968392333423 1.0030056606988 1.00040683312597 0.944317784186446 0.947794244252251 0.992898698596427 1.0134134988341 1.02171101258072 0.961557102693186 0.966228119247718 0.979103683448582 1.08900890155601 1.01960824801313 0.919887366863426 1.01380565042946 1.07047069119992 1.08666103024555 0.870325656939248 1.1227678891325 1.17649177680011 1.17480748963951 1.13913170464719 1.18672708436249 1.2737168243371 1.11867826451642 1.16194869245952 1.12564244302521 1.17294271697793 1.1367809643961 1.14841311348362 1.12954795405475 1.17296203420972 1.20426629567259 1.11623922041543 1.16161659922505 1.14667218377718 1.13572560035402 1.17448075415731 1.15010445951434 1.22358084297592 1.07899128920662 1.16011567025469 1.02719201638137 1.20082205401209 1.21334098826087 1.10110607457619 1.1898167961628 1.11768249372731 1.09069008405228 1.14442852115802 1.15406012617495 1.13028948771432 1.06713247514271
"bg_fr004" 0.769755801953107 0.795787972552701 0.755114087819279 0 0.861587554299757 1.04022624925331 0.970977301119689 0.921529580288947 0.960727880401957 0.919681623494533 0.482466581533158 0.931042780604732 1.08081479171391 1.1037988775705 1.05036607949638 0.992483275638179 0.952507796197129 0.994275195820531 1.02773795520267 1.00101639144432 1.04925843494842 1.04272531086353 1.06056573428625 0.926888501989386 1.07856014803981 1.02579617448996 0.891367770535209 1.02653473571341 1.01954606813044 1.056533598697 1.03579893100062 0.885559857239624 1.11071487782332 1.16945129641383 1.15707060149265 1.20892585680794 1.2543095947056 1.10742252416967 1.1198909508977 1.08476005104683 1.16157813566057 1.1193092973799 1.14512305576533 1.1306847016576 1.13783150948941 1.20249026973424 1.10877299288829 1.13118679398124 1.18216727865679 1.14983689462349 1.11410134681029 1.11456782491007 1.27862640019797 1.128478849665 1.11476136088377 1.0819165191623 1.15099464011734 1.18227724376158 1.13006966668993 1.24227376267652 1.15342966884162 1.10831344369022 1.13030060359205 1.17665070930784 1.15233144334443 1.05387440327643
"bg_fr005" 0.86639269446346 0.889327948197545 0.916941807221928 0.861587554299757 0 0.902674039272308 0.986561822610242 0.9456030264462 0.983681074755512 0.959723897161931 0.954672523688143 0.583261299370319 0.924955059659066 1.03336644887591 1.00600660475597 0.915672183286759 0.988841302858977 0.881764582917166 0.980093031732779 0.947731356509833 1.02925632666108 0.993726904117465 0.921410409803586 0.90658766681728 1.04108054909139 1.03064989819923 0.975359307647723 1.06875197399648 0.998830004078651 1.11174748067292 0.97263577828741 1.05124747200635 0.865816291097218 1.06881344383693 1.10230613029223 1.11839942261426 1.17720988664794 1.09424773232597 1.14796001133672 1.04842506295843 1.06732470487734 1.10062174282992 1.05496713789893 1.09056194033105 1.0934661241368 1.12101131233205 1.10332474824652 1.17542415077451 1.01872836683109 1.1186813237156 1.12927810610607 1.13108350703783 1.12893730843094 1.03946750549206 1.08565345069763 1.00032873824144 1.13609101642859 1.14797616198023 1.08086856201835 1.13219918937446 1.06286661561425 1.03573672989134 1.12751505501547 1.06675252724074 1.06885961298105 1.01943085367975
"bg_fr009" 0.986716995798061 0.930077307518326 1.00937964576746 1.04022624925331 0.902674039272308 0 1.00633295628531 1.07104846360523 1.01181937767853 1.07339832605105 1.12789332293981 0.98998194717271 1.04276863564695 1.05220136127224 1.0090260432047 0.93778898730487 1.04428530348052 1.01901098720567 1.05286079614338 1.04347364888813 1.05608496413147 0.97083381091447 1.00158469163491 1.03751348433235 1.09841216481056 1.13967154887715 1.0358613509015 1.07465443894539 1.18706032553575 1.12056095075586 1.13095356774931 1.20361110812528 1.15354981612648 1.20892173730559 1.21624846688025 1.21753489464839 1.26434677595318 1.13474257037408 1.23141825731208 1.18498263165107 1.12253732183343 1.19618126666935 1.15623355835782 1.23456627542457 1.15526308124624 1.1468143650465 1.22373998434162 1.19947627152469 1.21289989346049 1.17262829257696 1.20743200285737 1.20575592798404 1.25229882267975 1.25017183781838 1.19761111354497 1.18396756344354 1.25248117448093 1.21051269059227 1.14460212503554 1.24411850877701 1.22732063372851 1.19222486220227 1.17072800326549 1.19514610716003 1.13895308055503 1.141917510727
"bg_fr016" 1.00777784236971 0.943686372642129 0.964976646576794 0.970977301119689 0.986561822610242 1.00633295628531 0 1.10441236282501 1.05833196224627 1.03188274230533 1.08862669353025 1.07257439976477 1.08422935767837 1.15496191952396 1.12663229967485 1.00837019950703 1.03206697444118 0.997834918075048 1.04391316755963 0.98687989966366 0.48585846731348 0.984868500030125 1.08332046391284 1.0225569941031 1.03225530149363 1.07944528654977 1.00508601494496 1.02544733380257 1.23004989872381 1.14542430103097 1.10333353458479 1.2026308742737 1.1877770309996 1.13946537469838 0.790150120661482 1.15169812864384 1.21844568841898 1.13482927724577 1.11352007399148 1.1163427674083 1.10157070900058 1.09872548656551 1.14820089560048 1.00617415921526 1.11012517725065 1.11704259225371 1.13760135971283 1.17359866069404 1.13448552652565 1.13346640449258 1.13958582302895 1.17807825580048 1.20461171771112 1.09236671648973 1.08866425102208 1.0781165635356 1.18883334985333 1.13944771079682 1.10510276945043 1.12395311159533 1.14249390787969 1.0355377458443 1.07225618290301 1.16276551070634 1.06660958349024 1.11318012469477
"frmod_fr001" 0.583145996438632 0.955299144327034 0.881992505969108 0.921529580288947 0.9456030264462 1.07104846360523 1.10441236282501 0 0.825500561514965 0.724913423744161 0.769434142929152 0.76955191890923 0.861929831025042 0.943159263835679 0.830001115840888 0.780403207354605 0.843924742957147 0.812797552197106 0.868396883097436 0.89663782137074 0.946123147657293 0.889592137249393 0.894156399229467 0.852996201828516 0.945129711975948 0.925566684652991 0.913791312322363 0.931429701524668 0.897310304093063 1.0813269414651 1.02430654062341 1.0702584965814 1.1248460497579 1.15266633250185 1.17676226889826 1.23591201642638 1.21361949882806 1.10421893823949 1.16907280692121 1.11546862405142 1.13792199225024 1.18973403747054 1.12391300674009 1.15564186651297 1.10352310502337 1.2238498851399 1.16490787856378 1.15115591125596 1.15298118484062 1.12049534596055 1.14549088243345 1.12205078991727 1.2373126601404 1.11389973626751 1.16610049626947 1.07446701412469 1.17349455734722 1.23477392263593 1.10060766292158 1.14904148894046 1.15631375312747 1.11598552179923 1.12688490760844 1.13054919313003 1.12111564749066 1.09316060449743
"frmod_fr002" 0.940222482890399 0.600245422525705 0.947763646712733 0.960727880401957 0.983681074755512 1.01181937767853 1.05833196224627 0.825500561514965 0 0.799098939529854 0.849570464141368 0.807276814613258 0.925704010990095 0.946013613887549 0.822786781458461 0.826020086744326 0.895877890314236 0.846433839975192 0.93805831491059 0.907430598642835 0.928575995372092 0.897356381697387 0.904774127906391 0.850160361570936 0.939217145588973 0.945359874985773 0.942190967474423 0.919088378118387 1.09640807837905 0.877655182252317 1.09078862626137 1.11224625536381 1.10757557919 1.10925637574669 1.14262357113601 1.20076536835403 1.26259649126339 1.09036582470956 1.16478288702582 1.10856237312299 1.11820669263164 1.18534325213235 1.12511287708668 1.16494661017234 1.07401149899822 1.1500807099838 1.2051857770156 1.13341664949547 1.16776599117139 1.08993638429739 1.108627267213 1.17158010030465 1.16288914319101 1.13964171423026 1.0988922778908 1.08644101569377 1.15182832399002 1.18290068439668 1.07500933700914 1.20014352025664 1.10241210883666 1.09302482488183 1.09144800695493 1.12242448856674 1.10670062749593 1.06932253794933
"frmod_fr003" 0.847452747073976 0.946010472668779 0.557303677337541 0.919681623494533 0.959723897161931 1.07339832605105 1.03188274230533 0.724913423744161 0.799098939529854 0 0.782970405330035 0.797570324915216 0.920911168999245 0.963774556873114 0.831732464576277 0.860571398947395 0.822398565236443 0.789196540722805 0.881532194440781 0.892239029189783 0.910629088966589 0.885030671935465 0.844996023694278 0.835531558708335 0.947808233258229 0.914966044096093 0.883901376561451 0.94708385367214 1.02177030221021 1.09926379039856 0.853424404225592 1.09175171264323 1.12424109262634 1.14842702854508 1.12739044850905 1.14650935087349 1.24591285654508 1.08979757935768 1.1555404930975 1.0744359291927 1.13720640033273 1.14208812683921 1.1071550214785 1.09522349421456 1.15268599518583 1.1726314899965 1.10590539458388 1.13890456041236 1.10433140037304 1.09815130122833 1.1223042727138 1.10450433086994 1.20243921354237 1.0727822536217 1.12243240718058 1.02776222250691 1.17354216751747 1.17130928110464 1.0849889867422 1.13810180902943 1.11069158802633 1.07916392904142 1.1144341434775 1.12760502314838 1.09437322321397 1.07654497342801
