"old_es002" "old_es004" "old_es008" "old_es009" "old_es012" "old_es014" "old_es015" "old_es016" "old_es018" "old_es019" "old_es022" "old_es024" "old_es027" "old_es028" "old_es029" "old_es030" "old_es032" "olds_es030"
"old_es002" 0 0.944802584930393 1.19033172722014 1.15137176953988 1.21085549752406 1.2357591121455 1.15316528586008 1.04589908041813 1.22286273491701 1.08009316673132 1.16880365902756 1.26990437066191 1.21647401423415 1.22222380184715 1.13577988824069 1.17311665040358 1.17404013037401 1.17311665040358
"old_es004" 0.944802584930393 0 1.23615073647462 1.23309073276232 1.12314894046395 1.19265627642144 1.19583237484142 1.08697328892032 1.19790493586845 1.05871375054738 1.14025323352187 1.26181622953275 1.24857151200161 1.15255951850915 1.1745561694906 1.11092550789128 1.17173808143539 1.11092550789128
"old_es008" 1.19033172722014 1.23615073647462 0 1.02266396875451 1.21500061613286 1.11246403396886 1.10285836222733 1.25930135295689 1.04834114941824 1.11262185856303 1.16668353898977 1.12822005989673 1.19468604359646 1.15069510695506 1.11704399859045 1.15356435098675 1.16277627101607 1.15356435098675
"old_es009" 1.15137176953988 1.23309073276232 1.02266396875451 0 1.05356760570998 1.09409823503639 1.03450005906992 1.21694751642117 1.01718074484792 1.02464814761452 1.10642853296195 1.13922542826224 1.1549420461949 1.12780100475307 1.00969261504605 1.0636059509951 1.1026755020646 1.0636059509951
"old_es012" 1.21085549752406 1.12314894046395 1.21500061613286 1.05356760570998 0 1.00778602088862 0.998413798211794 1.19739088161173 1.09925775136461 0.913351400448478 1.00139890094343 1.14199162840837 1.10805509884793 1.07494358251812 1.06177944121623 1.07238770303572 1.07513481319291 1.07238770303572
"old_es014" 1.2357591121455 1.19265627642144 1.11246403396886 1.09409823503639 1.00778602088862 0 0.982969756443213 1.14907143156484 1.07967632800589 0.963440635164499 0.969083371449531 1.04090085571708 1.11704336399562 1.11601990438186 1.0814750818071 1.06061834152144 1.06011726129973 1.06061834152144
"old_es015" 1.15316528586008 1.19583237484142 1.10285836222733 1.03450005906992 0.998413798211794 0.982969756443213 0 1.11366390011276 1.06805729620853 0.961623068823714 1.04132435108931 1.04889658222407 1.05111909587317 1.07294999251562 1.02666465819279 0.989241493858269 1.06663098784078 0.989241493858269
"old_es016" 1.04589908041813 1.08697328892032 1.25930135295689 1.21694751642117 1.19739088161173 1.14907143156484 1.11366390011276 0 1.15348597038799 1.10620720864166 1.16335667791008 1.18958689946868 1.14166879697441 1.19209218823494 1.12525085775828 1.08565737612776 1.07749141643766 1.08565737612776
"old_es018" 1.22286273491701 1.19790493586845 1.04834114941824 1.01718074484792 1.09925775136461 1.07967632800589 1.06805729620853 1.15348597038799 0 1.04278991543864 1.03846450501834 1.06373886470097 1.13021765086072 0.949752824394879 1.00895088253957 1.05357674134817 1.07525675165206 1.05357674134817
"old_es019" 1.08009316673132 1.05871375054738 1.11262185856303 1.02464814761452 0.913351400448478 0.963440635164499 0.961623068823714 1.10620720864166 1.04278991543864 0 0.927676681480383 1.06494860013752 1.06558171420205 1.02924269412979 0.955652627828322 1.00236770142237 1.0649832878927 1.00236770142237
"old_es022" 1.16880365902756 1.14025323352187 1.16668353898977 1.10642853296195 1.00139890094343 0.969083371449531 1.04132435108931 1.16335667791008 1.03846450501834 0.927676681480383 0 1.01820466129794 1.07373074071031 1.00578028823701 1.00975516713901 0.998110544603955 1.06537021164792 0.998110544603955
"old_es024" 1.26990437066191 1.26181622953275 1.12822005989673 1.13922542826224 1.14199162840837 1.04090085571708 1.04889658222407 1.18958689946868 1.06373886470097 1.06494860013752 1.01820466129794 0 1.14464502347084 1.13064225469425 1.05655289484991 1.00529362554993 1.04733155110287 1.00529362554993
"old_es027" 1.21647401423415 1.24857151200161 1.19468604359646 1.1549420461949 1.10805509884793 1.11704336399562 1.05111909587317 1.14166879697441 1.13021765086072 1.06558171420205 1.07373074071031 1.14464502347084 0 1.10771851246445 1.12340668539405 1.09269436670333 1.05638008879088 1.09269436670333
"old_es028" 1.22222380184715 1.15255951850915 1.15069510695506 1.12780100475307 1.07494358251812 1.11601990438186 1.07294999251562 1.19209218823494 0.949752824394879 1.02924269412979 1.00578028823701 1.13064225469425 1.10771851246445 0 0.984656382893736 0.984377534847875 1.07303307496828 0.984377534847875
"old_es029" 1.13577988824069 1.1745561694906 1.11704399859045 1.00969261504605 1.06177944121623 1.0814750818071 1.02666465819279 1.12525085775828 1.00895088253957 0.955652627828322 1.00975516713901 1.05655289484991 1.12340668539405 0.984656382893736 0 0.908223702090566 0.980402005622844 0.908223702090566
"old_es030" 1.17311665040358 1.11092550789128 1.15356435098675 1.0636059509951 1.07238770303572 1.06061834152144 0.989241493858269 1.08565737612776 1.05357674134817 1.00236770142237 0.998110544603955 1.00529362554993 1.09269436670333 0.984377534847875 0.908223702090566 0 0.927006074247623 0
"old_es032" 1.17404013037401 1.17173808143539 1.16277627101607 1.1026755020646 1.07513481319291 1.06011726129973 1.06663098784078 1.07749141643766 1.07525675165206 1.0649832878927 1.06537021164792 1.04733155110287 1.05638008879088 1.07303307496828 0.980402005622844 0.927006074247623 0 0.927006074247623
"olds_es030" 1.17311665040358 1.11092550789128 1.15356435098675 1.0636059509951 1.07238770303572 1.06061834152144 0.989241493858269 1.08565737612776 1.05357674134817 1.00236770142237 0.998110544603955 1.00529362554993 1.09269436670333 0.984377534847875 0.908223702090566 0 0.927006074247623 0
