"old_es002" "old_es004" "old_es008" "old_es009" "old_es012" "old_es014" "old_es015" "old_es016" "old_es018" "old_es019" "old_es022" "old_es024" "old_es027" "old_es028" "old_es029" "old_es030" "old_es032" "olds_es030"
"old_es002" 0 0.933842660686587 1.18023815543459 1.14303403416627 1.18746763446132 1.22178314514997 1.14493529137308 1.06168667754056 1.19598478567099 1.06475570233766 1.1469845344054 1.25591278467821 1.20504382141943 1.19726970547599 1.16526956172964 1.17822258613447 1.16751760799649 1.17822258613447
"old_es004" 0.933842660686587 0 1.18543917392887 1.18498031708341 1.09101474569723 1.15625425339328 1.16144073511607 1.08092562694751 1.17263725876201 1.04029213178108 1.12151328751231 1.21553660217638 1.20703982883182 1.12508229357161 1.18276630210613 1.10877664399362 1.13996204672065 1.10877664399362
"old_es008" 1.18023815543459 1.18543917392887 0 1.00984928760659 1.18140303643961 1.10139498026872 1.07771821144807 1.2166752824084 1.02755495968408 1.08782316179712 1.14808862878728 1.11368623487649 1.19317358852189 1.13537095484144 1.15850090855932 1.15957624219864 1.15582688228689 1.15957624219864
"old_es009" 1.14303403416627 1.18498031708341 1.00984928760659 0 1.04998567614511 1.07006612037229 1.01747858530079 1.19778033579374 1.01522567301787 1.0160268260278 1.09783877955826 1.10092621158384 1.14146171192969 1.09889774603037 1.02327471394016 1.0668210243181 1.08385147185521 1.0668210243181
"old_es012" 1.18746763446132 1.09101474569723 1.18140303643961 1.04998567614511 0 0.982404944960852 0.986288212225628 1.17991475253015 1.07905031415376 0.910814781968199 1.0072152754289 1.10386257889804 1.06487913964992 1.05403408027162 1.07201795982852 1.06368675788098 1.04918769870914 1.06368675788098
"old_es014" 1.22178314514997 1.15625425339328 1.10139498026872 1.07006612037229 0.982404944960852 0 0.971340803967074 1.12333345142074 1.05826933712378 0.946010422879003 0.968196076936258 1.01598051864316 1.08589499737157 1.07635877142626 1.0923538086507 1.07581401061474 1.04587433243009 1.07581401061474
"old_es015" 1.14493529137308 1.16144073511607 1.07771821144807 1.01747858530079 0.986288212225628 0.971340803967074 0 1.10236310021169 1.03417261017308 0.954104395221342 1.02322339374014 1.02592255934512 1.0418617033914 1.04332561720102 1.04063278402802 0.988618133554889 1.04748280336321 0.988618133554889
"old_es016" 1.06168667754056 1.08092562694751 1.2166752824084 1.19778033579374 1.17991475253015 1.12333345142074 1.10236310021169 0 1.13733989681483 1.08890621623331 1.14670284506591 1.17448871096916 1.13704446236939 1.19226775347857 1.1414400324826 1.09573293103312 1.08507711435079 1.09573293103312
"old_es018" 1.19598478567099 1.17263725876201 1.02755495968408 1.01522567301787 1.07905031415376 1.05826933712378 1.03417261017308 1.13733989681483 0 1.03870639957587 1.02185850935606 1.04333223613317 1.11687967351252 0.956436424469343 1.03664450680444 1.04704628149242 1.0696944340675 1.04704628149242
"old_es019" 1.06475570233766 1.04029213178108 1.08782316179712 1.0160268260278 0.910814781968199 0.946010422879003 0.954104395221342 1.08890621623331 1.03870639957587 0 0.912614126017522 1.03932474763412 1.0395093252801 1.0113415265506 0.983682475153845 0.997030533313186 1.03477374723484 0.997030533313186
"old_es022" 1.1469845344054 1.12151328751231 1.14808862878728 1.09783877955826 1.0072152754289 0.968196076936258 1.02322339374014 1.14670284506591 1.02185850935606 0.912614126017522 0 1.00990742118633 1.0569735747107 1.00921830739964 1.04298233164548 1.0007564022573 1.03286952668281 1.0007564022573
"old_es024" 1.25591278467821 1.21553660217638 1.11368623487649 1.10092621158384 1.10386257889804 1.01598051864316 1.02592255934512 1.17448871096916 1.04333223613317 1.03932474763412 1.00990742118633 0 1.14474991552845 1.09308606282315 1.06753127101982 1.00124702678719 1.02387636498122 1.00124702678719
"old_es027" 1.20504382141943 1.20703982883182 1.19317358852189 1.14146171192969 1.06487913964992 1.08589499737157 1.0418617033914 1.13704446236939 1.11687967351252 1.0395093252801 1.0569735747107 1.14474991552845 0 1.07488374648812 1.14419645534086 1.09910827537269 1.03422277006405 1.09910827537269
"old_es028" 1.19726970547599 1.12508229357161 1.13537095484144 1.09889774603037 1.05403408027162 1.07635877142626 1.04332561720102 1.19226775347857 0.956436424469343 1.0113415265506 1.00921830739964 1.09308606282315 1.07488374648812 0 1.0107965460561 1.00183615819118 1.03607014712925 1.00183615819118
"old_es029" 1.16526956172964 1.18276630210613 1.15850090855932 1.02327471394016 1.07201795982852 1.0923538086507 1.04063278402802 1.1414400324826 1.03664450680444 0.983682475153845 1.04298233164548 1.06753127101982 1.14419645534086 1.0107965460561 0 0.969696623460071 0.997275997216607 0.969696623460071
"old_es030" 1.17822258613447 1.10877664399362 1.15957624219864 1.0668210243181 1.06368675788098 1.07581401061474 0.988618133554889 1.09573293103312 1.04704628149242 0.997030533313186 1.0007564022573 1.00124702678719 1.09910827537269 1.00183615819118 0.969696623460071 0 0.941661185068063 0
"old_es032" 1.16751760799649 1.13996204672065 1.15582688228689 1.08385147185521 1.04918769870914 1.04587433243009 1.04748280336321 1.08507711435079 1.0696944340675 1.03477374723484 1.03286952668281 1.02387636498122 1.03422277006405 1.03607014712925 0.997275997216607 0.941661185068063 0 0.941661185068063
"olds_es030" 1.17822258613447 1.10877664399362 1.15957624219864 1.0668210243181 1.06368675788098 1.07581401061474 0.988618133554889 1.09573293103312 1.04704628149242 0.997030533313186 1.0007564022573 1.00124702678719 1.09910827537269 1.00183615819118 0.969696623460071 0 0.941661185068063 0
